title,poet,dynasty,textual,translation
钓鱼湾,储光羲,唐代,日暮待情人，维舟绿杨岸,暮色渐浓，那小伙子等待着自己的情人，他把船缆轻轻地系在杨树桩上
调笑令·边草,戴叔伦,唐代,边草，边草,边塞的野草啊，边塞的野草
调笑令·边草,戴叔伦,唐代,边草尽来兵老,野草枯尽时
调笑令·边草,戴叔伦,唐代,山南山北雪晴,戍边的兵士已老
调笑令·边草,戴叔伦,唐代,千里万里月明,山南山北雪后放睛，千里万里处处月明
调笑令·边草,戴叔伦,唐代,明月，明月,明月啊，明月
调笑令·边草,戴叔伦,唐代,胡笳一声愁绝,远处传来胡笳一声，令人肠断欲绝
蝶恋花·别范南伯,杨炎正,宋代,离恨做成春夜雨,无尽的离愁别恨化为无尽的春雨
蝶恋花·别范南伯,杨炎正,宋代,添得春江，划地东流去，弱柳系船都不住,使春江水涨，浩浩荡荡，一派东流去，尽管盛情挽留，但朋友还是不得不登船离去
蝶恋花·别范南伯,杨炎正,宋代,为君愁绝听鸣橹,耳听那越来越小的橹声，为你前程坎坷难卜担忧
蝶恋花·别范南伯,杨炎正,宋代,君到南徐芳草渡,到了南徐州那芳草如茵的渡口
蝶恋花·别范南伯,杨炎正,宋代,想得寻春，依旧当年路,如果你想寻春，依旧是当年我们曾走过的那条路
蝶恋花·别范南伯,杨炎正,宋代,后夜独怜回首处，乱山遮隔无重数,悬想别后友人思我，回望之时，已是有无数乱山遮隔
蝶恋花·出塞,纳兰性德,清代,今古河山无定据,从古至今江山兴亡都无定数
蝶恋花·出塞,纳兰性德,清代,画角声中，牧马频来去,眼前仿佛战角吹响烽烟滚滚战马驰骋来来去去
蝶恋花·出塞,纳兰性德,清代,满目荒凉谁可语,黄沙遮日满目荒凉谁可同语
蝶恋花·出塞,纳兰性德,清代,西风吹老丹枫树,只有萧瑟的西凤吹拂着枯老鲜红的枫树
蝶恋花·出塞,纳兰性德,清代,从前幽怨应无数,从前愁苦凄滚的往事无穷无尽
蝶恋花·出塞,纳兰性德,清代,铁马金戈，青冢黄昏路,铁马金戈南征北战，最终只剩日落黄昏青草掩藏着坟墓
蝶恋花·出塞,纳兰性德,清代,一往情深深几许,满腹幽情情深几许
蝶恋花·出塞,纳兰性德,清代,深山夕照深秋雨,夕阳照射深山飘洒着潇潇秋雨
蝶恋花·春景,苏轼,宋代,花褪残红青杏小,春天将尽，百花凋零，杏树上已经长出了青涩的果实
蝶恋花·春景,苏轼,宋代,燕子飞时，绿水人家绕,燕子飞过天空，清澈的河流围绕着村落人家
蝶恋花·春景,苏轼,宋代,枝上柳绵吹又少,柳枝上的柳絮已被吹得越来越少
蝶恋花·春景,苏轼,宋代,天涯何处无芳草,不要担心，到处都可见茂盛的芳草
蝶恋花·春景,苏轼,宋代,墙里秋千墙外道,围墙里面，有一位少女正在荡秋千
蝶恋花·春景,苏轼,宋代,墙外行人，墙里佳人笑,少女发出动听的笑声，墙外的行人都可听见
蝶恋花·春景,苏轼,宋代,笑渐不闻声渐悄,慢慢地，围墙里边的笑声就听不见了，行人惘然若失
蝶恋花·春景,苏轼,宋代,多情却被无情恼,仿佛多情的自己被无情的少女所伤害
蝶恋花·春暮,李冠,宋代,遥夜亭皋闲信步,夜间在亭台上踱着步子
蝶恋花·春暮,李冠,宋代,才过清明，渐觉伤春暮,不知道为何清明刚过，便已经感觉到了春天逝去的气息
蝶恋花·春暮,李冠,宋代,数点雨声风约住,夜里飘来零零落落的几点雨滴
蝶恋花·春暮,李冠,宋代,朦胧淡月云来去,月亮在云朵的环绕下，散发着朦胧的光泽
蝶恋花·春暮,李冠,宋代,桃杏依稀香暗渡,桃花、杏花在暗夜的空气中散发着幽香
蝶恋花·春暮,李冠,宋代,谁在秋千，笑里轻轻语,不知道在园内荡着秋千，轻声说笑的女子是谁
蝶恋花·春暮,李冠,宋代,一寸相思千万绪,对她千万般思念
蝶恋花·春暮,李冠,宋代,人间没个安排处,在辽阔的天地里，竟无一处可以安排我的相思愁绪
蝶恋花·春涨一篙添水面,范成大,宋代,春涨一篙添水面,春来，绿水新涨一篙深，盈盈地涨平了水面
蝶恋花·春涨一篙添水面,范成大,宋代,芳草鹅儿，绿满微风岸,水边芳草如茵，鹅儿的脚丫满跚，鲜嫩的草色，在微风习习吹拂里，染绿了河塘堤岸
蝶恋花·春涨一篙添水面,范成大,宋代,画舫夷犹湾百转,画船轻缓移动，绕着九曲水湾游转，望去
蝶恋花·春涨一篙添水面,范成大,宋代,横塘塔近依前远,横塘高塔，在眼前很近，却又像启船时一样遥远
蝶恋花·春涨一篙添水面,范成大,宋代,江国多寒农事晚,江南水乡，春寒迟迟农事也晚
蝶恋花·春涨一篙添水面,范成大,宋代,村北村南，谷雨才耕遍,村北，村南，谷雨时节开犁破土，将田耕种遍
蝶恋花·春涨一篙添水面,范成大,宋代,秀麦连冈桑叶贱,春麦已结秀穗随风起伏连岗成片，山冈上桑树茂盛，桑叶卖家很贱
蝶恋花·春涨一篙添水面,范成大,宋代,看看尝面收新茧,转眼就可以，品尝新面，收取新茧
蝶恋花·豆蔻梢头春色浅,谢逸,宋代,豆蔻梢头春色浅,豆蔻枝头浮现着浅浅的春意
蝶恋花·豆蔻梢头春色浅,谢逸,宋代,新试纱衣，拂袖东风软,闺中少女换上了新做的薄纱衣，和煦的春风轻拂着她长长的衣袖
蝶恋花·豆蔻梢头春色浅,谢逸,宋代,红日三竿帘幕卷,红日高照，姑娘卷起帘幕，只见画楼阴凉处，燕子双双飞舞
蝶恋花·豆蔻梢头春色浅,谢逸,宋代,画楼影里双飞燕，拢鬓步摇青玉碾，缺样花枝，叶叶蜂儿颤,见景思情，不由想起远方思念的人儿，于是插上用青玉磨成的步摇，戴上新颖别致的花枝，花叶上还缀有栩栩如生的蜜蜂，仿佛在起伏颤动
蝶恋花·豆蔻梢头春色浅,谢逸,宋代,独倚阑干凝望远,梳妆罢，她倚着栏杆凝望远处
蝶恋花·豆蔻梢头春色浅,谢逸,宋代,一川烟草平如剪,只见那一片平坦如剪的芳草地上，仍不见他的身影
蝶恋花·海岱楼玩月作,米芾,宋代,千古涟漪清绝地，海岱楼高，下瞰秦淮尾,千万年的涟漪仍荡漾在这片清净隔绝的地方，海岱楼很高，往下俯瞰秦淮河的尾端
蝶恋花·海岱楼玩月作,米芾,宋代,水浸碧天天似水，广寒宫阙人间世,水天一色，仿佛水浸泡着天，天与水合为一体，像是从月亮上的广寒宫来看下面的人间一样
蝶恋花·海岱楼玩月作,米芾,宋代,霭霭春和一海市，鏊戴三山，顷刻随轮至,雾色蔼蔼中出现一个海市蜃楼，巨鳌托举着三座大山浮出水面，立刻随着月亮一同出来
蝶恋花·海岱楼玩月作,米芾,宋代,宝月圆时多异气，夜光一颗千金贵,月亮圆的像宝珠一样的时候有很多异样的气息，现在的月亮就仿佛一颗夜明珠价值千金
蝶恋花·和漱玉词,王士祯,清代,凉夜沉沉花漏冻，欹枕无眠，渐觉荒鸡动,寒冷的夜晚室内十分沉静，莲花漏器无声仿佛被凝冻；我斜靠在枕上难以入眠，听到荒鸡打鸣一声又一声
蝶恋花·和漱玉词,王士祯,清代,此际闲愁郎不共，月移窗罅春寒重,这寂寞中的愁情郎不知，月光移动射进了窗缝，春夜的寒气愈来愈重
蝶恋花·和漱玉词,王士祯,清代,忆共锦衾无半缝，郎似桐花，妾似桐花凤,想起一起生活时，合盖锦被不留半点缝；那时郎像梧桐花，我像采花的桐花凤
蝶恋花·和漱玉词,王士祯,清代,往事迢迢徒入梦，银筝断续连珠弄,连绵不尽的往事啊，在我梦里再现有何用，想强打精神奏一支《连珠弄》，却又弹断银色筝弦想弹弹不成
蝶恋花·和漱玉词,王士祯,清代,凉夜沉沉花漏冻，欹枕无眠，渐觉荒鸡动,黑沉沉的凉夜里花漏中的水仿佛已凝冻，斜靠在枕上无法入眠，渐渐地听到荒鸡的啼鸣和骚动
蝶恋花·和漱玉词,王士祯,清代,此际闲愁郎不共，月移窗罅春寒重,此时此刻满腹愁绪，可夫君却不能和我忧愁与共，月光从窗缝中移过，只觉得春寒越来越重
蝶恋花·和漱玉词,王士祯,清代,忆共锦衾无半缝，郎似桐花，妾似桐花凤,回忆起昔日与夫君同盖一条锦被彼此亲密无缝，夫君就像桐花，我就像桐花丛中的凤
蝶恋花·和漱玉词,王士祯,清代,往事迢迢徒入梦，银筝断续连珠弄,往事好像已经很遥远了却又徒然进入了我的梦中，银筝断绝了弦索让人无法再弹奏《连珠弄》
蝶恋花·黄菊开时伤聚散,晏几道,宋代,黄菊开时伤聚散，曾记花前，共说深深愿,黄菊开时，是你我分别之时，也是相约重逢之时；还记得在美丽的黄菊花前，彼此许下心愿立下山盟海誓
蝶恋花·黄菊开时伤聚散,晏几道,宋代,重见金英人未见，相思一夜天涯远,等待了一年，菊花依旧，心上人却没有如约出现，一下子，觉得心上人已经远离了自己
蝶恋花·黄菊开时伤聚散,晏几道,宋代,罗带同心闲结遍，带易成双，人恨成双晚,我带着难以承受的痛苦昼夜不停地织着同心结，内心深处坚信还会和你相聚，然而，日复一日，同心结已是成双成对，心上人却音讯全无
蝶恋花·黄菊开时伤聚散,晏几道,宋代,欲写彩笺书别怨，泪痕早已先书满,想把浓浓的思念之情寄于书信，于是拿出纸笔，还未下笔已泪流满面，伤心委屈绝望的滚滚泪珠湿透信笺
蝶恋花·记得画屏初会遇,苏轼,宋代,记得画屏初会遇,记得当初画屏前相遇
蝶恋花·记得画屏初会遇,苏轼,宋代,好梦惊回，望断高唐路,夜间好梦，忽儿在幽会，恋情绵绵，难忘高唐路
蝶恋花·记得画屏初会遇,苏轼,宋代,燕子双飞来又去，纱窗几度春光暮,燕子双双，飞来又飞去，碧绿纱窗，几度春光已逝去
蝶恋花·记得画屏初会遇,苏轼,宋代,那日绣帘相见处，低眼佯行，笑整香云缕,在那天，绣帘相见处，低头假意走过，笑弄鬓发如云缕一般
蝶恋花·记得画屏初会遇,苏轼,宋代,敛尽春山羞不语，人前深意难轻诉,紧锁着秀眉，娇羞不开口，陌生人前，深情难以倾诉
蝶恋花·京口得乡书,苏轼,宋代,雨后春容清更丽,雨后春天的景色更加青翠美丽
蝶恋花·京口得乡书,苏轼,宋代,只有离人，幽恨终难洗,只有那远离故乡的人，深沉的愁恨总洗不去
蝶恋花·京口得乡书,苏轼,宋代,北固山前三面水,北固山下三面都是水
蝶恋花·京口得乡书,苏轼,宋代,碧琼梳拥青螺髻,弧形的江面，仿佛是碧玉梳子，苍翠的山峰，好象是美人的发髻
蝶恋花·京口得乡书,苏轼,宋代,一纸乡书来万里，问我何年，真个成归计,万里外的家乡来了一封信，问我哪年真的能回去
蝶恋花·京口得乡书,苏轼,宋代,白首送春拚一醉，东风吹破千行泪,我只有回头拼命喝酒，送春归去，春风倒还多情，抹去我的行行泪涕
蝶恋花·九日和吴见山韵,吴文英,宋代,明月枝头香满路,明月照桂树，花香飘满路
蝶恋花·九日和吴见山韵,吴文英,宋代,几日西风，落尽花如雨,见了眼前之景，忽然想起：如果接连刮起几天西风，那末树上的桂子将要被风吹得满地皆是
蝶恋花·九日和吴见山韵,吴文英,宋代,倒照秦眉天镜古,重九夜月亮像秦镜般高悬天空
蝶恋花·九日和吴见山韵,吴文英,宋代,秋明白鹭双飞处,秋高气爽，水边的白鹭受到月光的惊动，双双冲霄飞去
蝶恋花·九日和吴见山韵,吴文英,宋代,自摘霜葱宜荐俎,从自家菜园中摘来了比较干净、新鲜的青葱，适宜于作为重阳祭祀用的菜肴，装盆上供
蝶恋花·九日和吴见山韵,吴文英,宋代,可惜重阳，不把黄花与,只可惜已到了重阳节，我还没有搞到几盆应时的菊花
蝶恋花·九日和吴见山韵,吴文英,宋代,帽堕笑凭纤手取,我九日随俗登高，被山风吹落了帽子，就笑着请同行佳人代我正冠
蝶恋花·九日和吴见山韵,吴文英,宋代,清歌莫送秋声去,登上高处，清歌一阕，歌声不要随着秋声的离去而随之消失
蝶恋花·槛菊愁烟兰泣露,晏殊,宋代,槛菊愁烟兰泣露，罗幕轻寒，燕子双飞去,栏外的菊花笼罩着一层愁惨的烟雾，兰花沾露好似默默饮泣
蝶恋花·槛菊愁烟兰泣露,晏殊,宋代,明月不谙离恨苦,罗幕闲垂，空气微寒，一双燕子飞去
蝶恋花·槛菊愁烟兰泣露,晏殊,宋代,斜光到晓穿朱户,明月不明白离别之苦，斜斜的银辉直到破晓还穿入朱户
蝶恋花·槛菊愁烟兰泣露,晏殊,宋代,昨夜西风凋碧树,昨天夜里秋风劲吹，凋零了绿树
蝶恋花·槛菊愁烟兰泣露,晏殊,宋代,独上高楼，望尽天涯路,我独自登上高楼，望尽那消失在天涯的道路
蝶恋花·槛菊愁烟兰泣露,晏殊,宋代,欲寄彩笺兼尺素，山长水阔知何处,想给我的心上人寄一封信，但是高山连绵，碧水无尽，又不知道我的心上人在何处
蝶恋花·槛菊愁烟兰泣露,晏殊,宋代,槛菊愁烟兰泣露，罗幕轻寒，燕子双飞去,清晨栏杆外的菊花笼罩着一层愁惨的烟雾，兰花沾露似乎是饮泣的露珠，罗幕之间透露着缕缕轻寒，一双燕子飞去
蝶恋花·槛菊愁烟兰泣露,晏殊,宋代,明月不谙离恨苦，斜光到晓穿朱户,明月不明白离别之苦，斜斜的银辉直到破晓还穿入朱户
蝶恋花·槛菊愁烟兰泣露,晏殊,宋代,昨夜西风凋碧树，独上高楼，望尽天涯路,昨天夜里西风惨烈，凋零了绿树，我独自登上高楼，望尽那消失在天涯的道路
蝶恋花·槛菊愁烟兰泣露,晏殊,宋代,欲寄彩笺兼尺素，山长水阔知何处,想给我的心上人寄一封信，但是高山连绵，碧水无尽，又不知道我的心上人在何处
蝶恋花·泪湿罗衣脂粉满,李清照,宋代,泪湿罗衣脂粉满，四叠阳关，唱到千千遍,与姐妹们分手时，惜别的泪水打湿了衣衫，洇湿了双腮，送别的《阳关曲》唱了一遍又一遍，纵有千言万语，也难尽别情
蝶恋花·泪湿罗衣脂粉满,李清照,宋代,人道山长水又断，萧萧微雨闻孤馆,而今身在异乡，望莱州山长水远，寄宿馆所，秋雨潇潇，不禁感到无限凄清
蝶恋花·泪湿罗衣脂粉满,李清照,宋代,惜别伤离方寸乱，忘了临行，酒盏深和浅,被离情别绪搅得心乱如麻，竟不知在饯行时姐妹们送别酒是如何喝下去的，那杯中酒是深是浅，都全不知道了
蝶恋花·泪湿罗衣脂粉满,李清照,宋代,好把音书凭过雁，东莱不似蓬莱远,最后嘱咐姐妹，你们要将音讯让过往的大雁捎来，以慰我心，东莱毕竟不像蓬莱那样遥远
蝶恋花·帘幕风轻双语燕,晏殊,宋代,帘幕风轻双语燕,帘幕在微风的吹拂下，款款摆动，燕子轻语呢喃，像是交流着情话
蝶恋花·帘幕风轻双语燕,晏殊,宋代,午醉醒来，柳絮飞撩乱,酒醉醒来，柳絮随风纷飞凌乱
蝶恋花·帘幕风轻双语燕,晏殊,宋代,心事一春犹未见,整整一个春天，心里所想的情人至今仍未见
蝶恋花·帘幕风轻双语燕,晏殊,宋代,余花落尽青苔院,长满青苔的庭院，连晚开的花儿都凋落殆尽了
蝶恋花·帘幕风轻双语燕,晏殊,宋代,百尺朱楼闲倚遍，薄雨浓云，抵死遮人面,在百尺高楼之上，将所有的栏杆倚遍，但那细雨和浓云，总是将视线遮拦
蝶恋花·帘幕风轻双语燕,晏殊,宋代,消息未知归早晚，斜阳只送平波远,还不知道情人早晚归来的确切消息，只能望着斜阳映照水流，流向远方
蝶恋花·两岸月桥花半吐,真德秀,宋代,两岸月桥花半吐,拱桥两岸红梅花儿刚刚绽放，露出鲜红的花瓣，散发着沁人心肺的清香
蝶恋花·两岸月桥花半吐,真德秀,宋代,红透肌香，暗把游人误,不知不觉地将游人误导，产生出许多幻想
蝶恋花·两岸月桥花半吐,真德秀,宋代,尽道武陵溪上路，不知迷入江南去,自以为走进了武陵溪上的桃花林中，却不知已踏入江南迷人的红梅之乡
蝶恋花·两岸月桥花半吐,真德秀,宋代,先自冰霜真态度，何事枝头，点点胭脂污,梅花啊，你本应是冰清玉洁的素装，为何却在枝头把胭脂涂上
蝶恋花·两岸月桥花半吐,真德秀,宋代,莫是东君嫌淡素,莫非司春的女神不喜欢清淡，才为你化上这般浓艳的红妆
蝶恋花·两岸月桥花半吐,真德秀,宋代,问花花又娇无语,红梅默默不作回答，只是一副娇羞可人的模样
蝶恋花·柳絮年年三月暮,周济,清代,柳絮年年三月暮，断送莺花，十里湖边路,年年三月暮春时节，柳絮飘飘荡荡，它们在湖畔十里路的景致里度过莺啼花开的好时光
蝶恋花·柳絮年年三月暮,周济,清代,万转千回无落处，随侬只恁低低去,如今，柳絮飘来浮去，也没有个落地的地方，只是这样随着风轻缓地旋转漂浮着
蝶恋花·柳絮年年三月暮,周济,清代,满眼颓垣欹病树，纵有余英，不值风姨炉,满眼都是残破的墙垣，病柳也倚靠着墙斜立，即使偶有枝头残留有花朵，也不值得风神嫉妒而把它吹落
蝶恋花·柳絮年年三月暮,周济,清代,烟里黄沙遮不住，河流日夜东南注,雾气里的河滩黄沙，毕竟遮不住河流日夜向东南流注
蝶恋花·满地霜华浓似雪,王国维,清代,满地霜华浓似雪,满地凝结着寒霜，浓得像覆上一层白雪
蝶恋花·满地霜华浓似雪,王国维,清代,人语西风，瘦马嘶残月,人们立在西风中话别，瘦马也向着残月不断悲鸣
蝶恋花·满地霜华浓似雪,王国维,清代,一曲阳关浑未彻,送别时，《阳关》一曲犹未奏完，离人就已出发了
蝶恋花·满地霜华浓似雪,王国维,清代,车声渐共歌声咽,咿轧的车声仿佛应和着歌声，在痛苦地呜咽
蝶恋花·满地霜华浓似雪,王国维,清代,换尽天涯芳草色，陌上深深，依旧年时辙,天涯芳草青青的颜色已换作枯黄，可是，陌头上深深的车辙依旧是我来时的模样
蝶恋花·满地霜华浓似雪,王国维,清代,自是浮生无可说,这虚浮无定的人生，还有什么可说呢
蝶恋花·满地霜华浓似雪,王国维,清代,人间第一耽离别,在人间最令伤心的事莫过于离别了
蝶恋花·面旋落花风荡漾,欧阳修,宋代,面旋落花风荡漾,面前落下的花瓣在微风中飞舞着
蝶恋花·面旋落花风荡漾,欧阳修,宋代,柳重烟深，雪絮飞来往,重重翠柳笼罩在缕缕水雾之中，柳絮象漫天飞雪
蝶恋花·面旋落花风荡漾,欧阳修,宋代,雨后轻寒犹未放，春愁酒病成惆怅,雨后仍感到微微的寒意，春天的愁绪加上微醉的酒意形成病中惆怅的情绪
蝶恋花·面旋落花风荡漾,欧阳修,宋代,枕畔屏山围碧浪，翠被华灯，夜夜空相向,躺在床上从枕边看去，青山象屏风围绕着绿湖，周围点缀这点点灯光，每天晚上只能眼看这景象
蝶恋花·面旋落花风荡漾,欧阳修,宋代,寂寞起来褰绣幌，月明正在梨花上,寂寞中起身来掀起窗纱，看见月亮正在花丛上缓缓移动
蝶恋花·暮春别李公择,苏轼,宋代,簌簌无风花自堕,花落声簌簌却不是被风所吹，而是悠悠然自己坠落在地
蝶恋花·暮春别李公择,苏轼,宋代,寂寞园林，柳老樱桃过,寂寞的园林里，花木荣枯
蝶恋花·暮春别李公择,苏轼,宋代,落日有情还照坐，山青一点横云破,似乎有情的落日照耀着客座，高耸的青山仿佛刺破了横云
蝶恋花·暮春别李公择,苏轼,宋代,路尽河回人转舵,送者在岸上已走到路尽，行者在舟中却见舵已转
蝶恋花·暮春别李公择,苏轼,宋代,系缆渔村，月暗孤灯火,今夜泊于冷落的渔村中宵不寐，独对孤灯，唯有暗月相伴
蝶恋花·暮春别李公择,苏轼,宋代,凭仗飞魂招楚些，我思君处君思我,我像《楚辞·招魂》召唤屈原那样，召唤离去的友人，我思念你的时候你也在思念着我吧
蝶恋花·侬是江南游冶子,赵孟頫,元代,侬是江南游冶子，鸟帽青鞋，行乐东风里,我是这江南浪荡才子，穿着闲居的常服，在这春风中尽情玩乐
蝶恋花·侬是江南游冶子,赵孟頫,元代,落尽杨花春满地，萋萋芳草愁千里,杨花落尽，芳草萋萋，勾起了我满腹愁绪
蝶恋花·侬是江南游冶子,赵孟頫,元代,扶上兰舟人欲醉，日暮青山，相映双蛾翠,（我）醉眼迷蒙中被人扶上了游船，看到暮色斜阳下，青山相对，宛如美女之眉黛
蝶恋花·侬是江南游冶子,赵孟頫,元代,万顷湖光歌扇底,船上的人正在湖光山色的掩映下，载歌载舞，一派欢乐景象
蝶恋花·暖雨晴风初破冻,李清照,宋代,暖雨晴风初破冻，柳眼梅腮，已觉春心动,暖暖的雨，暖暖的风，送走了些许冬天的寒意，柳叶长出了，梅花怒放了，春天已经来了，端庄的少妇，也被这春意撩拨起了愁怀
蝶恋花·暖雨晴风初破冻,李清照,宋代,酒意诗情谁与共,爱侣不在身边，又能和谁把酒论诗呢
蝶恋花·暖雨晴风初破冻,李清照,宋代,泪融残粉花钿重,少妇的泪水流下脸颊，弄残了搽在她脸上的香粉
蝶恋花·暖雨晴风初破冻,李清照,宋代,乍试夹衫金缕缝，山枕斜欹，枕损钗头凤,少妇试穿金丝缝成的夹衫，但心思全不在衣服上面，她无情无绪的斜靠在枕头上，把她头上的钗儿压坏了，她也茫然不顾
蝶恋花·暖雨晴风初破冻,李清照,宋代,独抱浓愁无好梦，夜阑犹剪灯花弄,她孤单的愁思太浓，又怎能做得好梦，惟有在深夜里呵，手弄着灯花，心里想着爱侣
蝶恋花·上巳召亲族,李清照,宋代,永夜恹恹欢意少，空梦长安，认取长安道,漫漫长夜让人提不起一点精神，心情也郁郁不欢，只能在梦里梦见京城，还能认出那些熟悉的京都街道
蝶恋花·上巳召亲族,李清照,宋代,为报今年春色好，花光月影宜相照,为了报答眼下的好春色，花儿与月影也是相互相映照
蝶恋花·上巳召亲族,李清照,宋代,随意杯盘虽草草，酒美梅酸，恰称人怀抱,简便的宴席，虽然菜很一般，酒却是美酒，味道也很合口，一切都让人称心如意
蝶恋花·上巳召亲族,李清照,宋代,醉里插花花莫笑，可怜春似人将老,喝醉了将花插在头上，花儿不要笑我，可怜春天也像人的衰老一样快要过去了
蝶恋花·十二楼前生碧草,邵瑞彭,清代,十二楼前生碧草,十二楼前的青草又长起来了
蝶恋花·十二楼前生碧草,邵瑞彭,清代,珠箔当门，团扇迎风小,珠帘闪亮叮当作响，我轻摇着扇子，迎着清风等你
蝶恋花·十二楼前生碧草,邵瑞彭,清代,赵瑟秦筝弹未了，洞房一夜乌啼晓,我为你弹奏的筝曲尚在耳边，回忆着我们相逢的那夜
蝶恋花·十二楼前生碧草,邵瑞彭,清代,忍把千金酬一笑,你还愿意为了博我一笑一掷千金吗
蝶恋花·十二楼前生碧草,邵瑞彭,清代,毕竟相思，不似相逢好,毕竟现在我们相思不如我们相逢时那般美好
蝶恋花·十二楼前生碧草,邵瑞彭,清代,锦字无凭南雁杳，美人家在长干道,我给你寄去的书信久久没有回音，你还记得吗，我一直在长干道这里守候你
蝶恋花·送春,朱淑真,宋代,楼外垂杨千万缕，欲系青春，少住春还去,楼外垂杨千条万缕，仿佛要拴住春天的脚步，春天却匆匆而过不曾稍停
蝶恋花·送春,朱淑真,宋代,犹自风前飘柳絮，随春且看归何处,只有柳絮仍然在风里飘飞，它随春风要看春归向何处
蝶恋花·送春,朱淑真,宋代,绿满山川闻杜宇，便做无情，莫也愁人苦,绿色的山川只听杜鹃乌啼叫，它本是无情的鸟，凄厉的叫声岂不也在为人愁苦
蝶恋花·送春,朱淑真,宋代,把酒送春春不语，黄昏却下潇潇雨,举杯送别春天，春天却不语，黄昏时候却下起了潇潇细雨
蝶恋花·送春,刘铉,宋代,人自怜春春未去，萱草石榴，也解留春住,楼外的垂杨千丝万缕，似乎想借此系住已然远去的春日
蝶恋花·送春,刘铉,宋代,只道送春无送处,在那和风而舞的杨柳，仿佛想要随春而去，找到春天的归宿
蝶恋花·送春,刘铉,宋代,山花落得红成路,春残之时，花落草长，鲜绿覆满山川
蝶恋花·送春,刘铉,宋代,高处莺啼低蝶舞,只听到远处杜鹃鸟的凄厉叫声
蝶恋花·送春,刘铉,宋代,何况日长，燕子能言语,杜鹃即使无情，也在悲鸣春去的人间之苦啊
蝶恋花·送春,刘铉,宋代,晴云又卷西边雨,进酒赠春，春却依旧漠然而去，只是到了黄昏时候，落下一片漫天的大雨
蝶恋花·庭院深深深几许,欧阳修,宋代,庭院深深深几许,庭院深深，不知有多深
蝶恋花·庭院深深深几许,欧阳修,宋代,杨柳堆烟，帘幕无重数,杨柳依依，飞扬起片片烟雾，一重重帘幕不知有多少层
蝶恋花·庭院深深深几许,欧阳修,宋代,玉勒雕鞍游冶处，楼高不见章台路,豪华的车马停在贵族公子寻欢作乐的地方，她登楼向远处望去，却看不见那通向章台的大路
蝶恋花·庭院深深深几许,欧阳修,宋代,雨横风狂三月暮，门掩黄昏，无计留春住,春已至暮，三月的雨伴随着狂风大作，再是重门将黄昏景色掩闭，也无法留住春意
蝶恋花·庭院深深深几许,欧阳修,宋代,泪眼问花花不语，乱红飞过秋千去,泪眼汪汪问落花可知道我的心意，落花默默不语，纷乱的，零零落落一点一点飞到秋千外
蝶恋花·桐叶晨飘蛩夜语,陆游,宋代,桐叶晨飘蛩夜语,我于深秋时节从前线奉调回京，一路上但见枯黄的桐叶在晨光中飒飒飘落，又听到寒蛩不停地在夜里悲鸣
蝶恋花·桐叶晨飘蛩夜语,陆游,宋代,旅思秋光，黯黯长安路,面对如此萧瑟的秋景，想到回京后再也难以受到重用的现实，心中十分沮丧灰暗
蝶恋花·桐叶晨飘蛩夜语,陆游,宋代,忽记横戈盘马处，散关清渭应如故,忽然忆起当年在前线横戈盘马、纵横疆场的战斗生活，那大散关上和清渭之滨大概还战事依旧吧
蝶恋花·桐叶晨飘蛩夜语,陆游,宋代,江海轻舟今已具,想到将来黯淡的前途，我顿时萌生了驾舟隐居江湖的想法，只可惜自己早就了然于胸的那套北伐抗金策略无人可以托付，不能让其继续为恢复大业作出应有的贡献
蝶恋花·桐叶晨飘蛩夜语,陆游,宋代,一卷兵书，叹息无人付，早信此生终不遇，当年悔草长杨赋,如果早知道我的一腔爱国之志和作战策略终不会得到皇上的理解和采纳，我当年又何必煞费苦心地去劝谏皇上呢
蝶恋花·戊申元日立春席间作,辛弃疾,宋代,谁向椒盘簪彩胜，整整韶华，争上春风鬓,新的一年来临，正当美好年华的整整等人，争着从椒盘中取出春幡插上两鬓，春风吹拂着她们头上的幡胜，十分好看
蝶恋花·戊申元日立春席间作,辛弃疾,宋代,往日不堪重记省，为花长把新春恨,我不是不喜欢春天，而是那种生活早已成为的遥远回忆，往日为了花期而常把春天虽怨恨
蝶恋花·戊申元日立春席间作,辛弃疾,宋代,春未来时先借问，晚恨开迟，早又飘零近,今年春未到时我就开始探询花期，但花期短暂，开晚了让人等得不耐烦，开早了又让人担心它很快凋谢
蝶恋花·戊申元日立春席间作,辛弃疾,宋代,今岁花期消息定，只愁风雨无凭准,今年是元日立春，花期应可定，可是开春之后风风雨雨尚难预料，谁知这一年的花开能否如人意
蝶恋花·辛苦最怜天上月,纳兰性德,清代,辛苦最怜天上月，一昔如环，昔昔都成玦,最辛苦和最让人怜爱的是天上的明月，它在一月之中只有一夜是像玉环一样的满月，其它时候都像是不完整的玉玦
蝶恋花·辛苦最怜天上月,纳兰性德,清代,若似月轮终皎洁，不辞冰雪为卿热,如果能像月轮那样终身皎洁，我会放弃自身像冰雪般的清凉为你发热
蝶恋花·辛苦最怜天上月,纳兰性德,清代,无那尘缘容易绝，燕子依然，软踏帘钩说,无奈的是人的尘缘容易结束，燕子还是那样，轻盈的踏上帘钩
