poetryId,标题,诗文,翻译,朝代,诗人,标签
28661,筹笔驿,猿鸟犹疑畏简书，风云常为护储胥。徒令上将挥神笔，终见降王走传车。管乐有才原不忝，关张无命欲何如？他年锦里经祠庙，梁父吟成恨有余。,"猿鸟犹疑是惊畏丞相的严明军令，
风云常常护着他军垒的藩篱栏栅。
诸葛亮徒然在这里挥笔运筹划算，
后主刘禅最终却乘坐邮车去投降。
孔明真不愧有管仲和乐毅的才干。
关公张飞已死他又怎能力挽狂澜？
往年我经过锦城时进谒了武侯祠，
曾经吟诵了梁父吟为他深表遗憾！",唐代,李商隐,写人
28671,无题二首,昨夜星辰昨夜风，画楼西畔桂堂东。身无彩凤双飞翼，心有灵犀一点通。隔座送钩春酒暖，分曹射覆蜡灯红。嗟余听鼓应官去，走马兰台类转蓬。闻道阊门萼绿华，昔年相望抵天涯。岂知一夜秦楼客，偷看吴王苑内花。,"昨夜的星空与昨夜的春风，在那画楼之西侧桂堂之东。
身虽无彩凤双翅飞到一处，心却有灵犀一点息息相通。
隔着座位送钩春酒多温暖，分开小组射覆蜡灯分外红。
叹我听更鼓要去官署应卯，骑马去兰台心中像转飞蓬。

当年常听到人们谈论萼绿华，但总觉得她在那遥远的天涯。
可到像萧史那样参加盛宴后，没想到竟然可以偷窥宫内花。",唐代,李商隐,爱情
28673,无题四首,来是空言去绝踪，月斜楼上五更钟。梦为远别啼难唤，书被催成墨未浓。蜡照半笼金翡翠，麝熏微度绣芙蓉。刘郎已恨蓬山远，更隔蓬山一万重。飒飒东风细雨来，芙蓉塘外有轻雷。金蟾啮锁烧香入，玉虎牵丝汲井回。贾氏窥帘韩掾少，宓妃留枕魏王才。春心莫共花争发，一寸相思一寸灰。含情春晼晚，暂见夜阑干。楼响将登怯，帘烘欲过难。多羞钗上燕，真愧镜中鸾。归去横塘晓，华星送宝鞍。何处哀筝随急管，樱花永巷垂杨岸。东家老女嫁不售，白日当天三月半。溧阳公主年十四，清明暖后同墙看。归来展转到五更，梁间燕子闻长叹。,"她说过要来的，其实是句空话，一去便杳无影踪。我在楼上等着，直到残月西斜，传来五更的晓钟。
因为远别而积思成梦，梦里悲啼，久唤难醒；醒后便匆忙提笔写信，心情急切，墨未磨浓。
蜡烛的余光，半罩着饰有金翡翠的帷幕；兰麝的香气，熏染了被褥上刺绣的芙蓉。
我像古代的刘郎，本已怨恨蓬山仙境的遥远；我所思念的人啊，哪堪更隔着蓬山千重万重！

飒飒的东风吹来阵阵的细雨，阵阵轻雷响彻荷花池塘内外。
从金蟾的炉内飘出缕缕清香，转动玉虎辘轳可以汲上饮水。
贾氏隔帘偷窥韩寿英俊年少，宓妃赠送玉枕钦慕曹植文采。
爱情的种子不要和春花开放，寸寸相思只会化成寸寸尘灰。

含情脉脉地凝望不觉春日已晚，短暂见上一面也已经是夜深时分。
听到楼梯响起想登上去又胆怯，灯光明亮透出窗帘欲去探访又很难。
不如钗上之燕，可整日接近其人；不如镜中之鸾，能频对其人倩影。
怅然归去经过横塘堤天已拂晓，微弱的晨星宛如在送着宝马金鞍。

哪儿传来阵阵清亮的筝声，伴随着急骤的箫管？在樱花怒放的深巷，在垂杨轻拂的河岸。
东邻的贫家中有位姑娘，年纪大了还嫁不出去，对着这当空的丽日，对着这暮春三月半。
溧阳公主刚刚十四岁，在这清明回暖的日子，与家人一起在园墙里赏玩。
这位贫家姑娘回到家后一夜辗转无眠，只有梁间的燕子，听到她的长叹。",唐代,李商隐,爱情
28681,落花,高阁客竟去，小园花乱飞。参差连曲陌，迢递送斜晖。肠断未忍扫，眼穿仍欲归。芳心向春尽，所得是沾衣。,"高阁上的游客们已经竞相离去；
小园的春花随风凋零纷纷乱飞。
花影参差迷离接连着弯弯小径；
远望落花回舞映着斜阳的余晖。
我的肝肠欲断不忍把落红扫去；
望眼欲穿盼来春天却匆匆回归。
爱花惜花自然要怨春去得太早；
春尽花谢所得的只是落泪沾衣。",唐代,李商隐,咏物
28681,落花,高阁客竟去，小园花乱飞。参差连曲陌，迢递送斜晖。肠断未忍扫，眼穿仍欲归。芳心向春尽，所得是沾衣。,"高阁上的游客们已经竞相离去；
小园的春花随风凋零纷纷乱飞。
花影参差迷离接连着弯弯小径；
远望落花回舞映着斜阳的余晖。
我的肝肠欲断不忍把落红扫去；
望眼欲穿盼来春天却匆匆回归。
爱花惜花自然要怨春去得太早；
春尽花谢所得的只是落泪沾衣。",唐代,李商隐,写花
28693,柳,曾逐东风拂舞筵，乐游春苑断肠天。如何肯到清秋日，已带斜阳又带蝉。,曾经追逐东风，犹如舞女在宴席上翩翩起舞，那时正是繁花似锦的春日，人们在乐游原中游玩。怎么会到深秋的季节，已是夕阳斜照，秋蝉哀鸣的景象了。,唐代,李商隐,柳树
28698,无题·相见时难别亦难,相见时难别亦难，东风无力百花残。春蚕到死丝方尽，蜡炬成灰泪始干。晓镜但愁云鬓改，夜吟应觉月光寒。蓬山此去无多路，青鸟殷勤为探看。,"见面的机会真是难得，分别时更是难舍难分，况且又兼东风将收的暮春天气，百花残谢，更加使人伤感。
春蚕结茧到死时丝才吐完，蜡烛要燃尽成灰时像泪一样的蜡油才能滴干。
女子早晨妆扮照镜，只担忧丰盛如云的鬓发改变颜色，青春的容颜消失。男子晚上长吟不寐，必然感到冷月侵人。
对方的住处就在不远的蓬莱山，却无路可通，可望而不可及。希望有青鸟一样的使者殷勤地为我去探看情人。",唐代,李商隐,爱情
28698,无题·相见时难别亦难,相见时难别亦难，东风无力百花残。春蚕到死丝方尽，蜡炬成灰泪始干。晓镜但愁云鬓改，夜吟应觉月光寒。蓬山此去无多路，青鸟殷勤为探看。,"见面的机会真是难得，分别时更是难舍难分，况且又兼东风将收的暮春天气，百花残谢，更加使人伤感。
春蚕结茧到死时丝才吐完，蜡烛要燃尽成灰时像泪一样的蜡油才能滴干。
女子早晨妆扮照镜，只担忧丰盛如云的鬓发改变颜色，青春的容颜消失。男子晚上长吟不寐，必然感到冷月侵人。
对方的住处就在不远的蓬莱山，却无路可通，可望而不可及。希望有青鸟一样的使者殷勤地为我去探看情人。",唐代,李商隐,思念
28699,碧城三首,碧城十二曲阑干，犀辟尘埃玉辟寒。阆苑有书多附鹤，女床无树不栖鸾。星沉海底当窗见，雨过河源隔座看。若是晓珠明又定，一生长对水晶盘。对影闻声已可怜，玉池荷叶正田田。不逢萧史休回首，莫见洪崖又拍肩。紫凤放娇衔楚佩，赤鳞狂舞拨湘弦。鄂君怅望舟中夜，绣被焚香独自眠。七夕来时先有期，洞房帘箔至今垂。玉轮顾兔初生魄，铁网珊瑚未有枝。检与神方教驻景，收将凤纸写相思。武皇内传分明在，莫道人间总不知。,"你住在碧霞城中十二楼，楼中的阑干曲曲又弯弯。犀角簪明明亮亮一尘不染，身上的玉佩能保暖驱寒。
阆苑仙山的仙子们，传送书信多用仙鹤。多情的女床山上，树上都栖宿着凤鸾。
我们抬头望着窗外，星沉海底令人心寒。一阵雨云飘过银河，我们只能隔河相看。
啊，你这颗晶莹的露珠，如果能像珍珠一样不被硒干，那么，我这一生和你不分离，我将永远爱着水晶盘。

多么可爱啊，你的倩影，还有你娇美的声音。你像出水的芙蓉，田田荷叶鲜美娇嫩。
你像我的情侣弄玉，不逢萧史，你决不回首赐情。你决不会轻佻随便，见了洪崖，又去爱上别的风流男人。
你像紫凤热烈奔放，衔住了佩玉不放；我像赤龙奔腾放纵，疯狂地拨动你的琴弦。
如今，我像孤独的鄂君，只是在船上面对夜空；只有我独自一人面对着薰香和绣被。

我们的幽欢都预约日期，就像那七夕之夜的牛郎织女。如今，她的洞房的门帘珠箔，总是下垂，使洞房更神秘。
一轮圆圆的明月，中间长起了小兔的影子。绞起铁网本想收获珊瑚，珊瑚已经打掉，收不到珊瑚枝。
选择一个神仙的药方，让她服了，永葆青春。辜情已败露，无法幽会，暂时停止靠凤纸传达相思。
唉，那汉武帝与西王母，人神相恋多么神秘！如今《汉武帝内传》传世，还有什么隐秘之事，能瞒过人间呢！",唐代,李商隐,写人
28699,碧城三首,碧城十二曲阑干，犀辟尘埃玉辟寒。阆苑有书多附鹤，女床无树不栖鸾。星沉海底当窗见，雨过河源隔座看。若是晓珠明又定，一生长对水晶盘。对影闻声已可怜，玉池荷叶正田田。不逢萧史休回首，莫见洪崖又拍肩。紫凤放娇衔楚佩，赤鳞狂舞拨湘弦。鄂君怅望舟中夜，绣被焚香独自眠。七夕来时先有期，洞房帘箔至今垂。玉轮顾兔初生魄，铁网珊瑚未有枝。检与神方教驻景，收将凤纸写相思。武皇内传分明在，莫道人间总不知。,"你住在碧霞城中十二楼，楼中的阑干曲曲又弯弯。犀角簪明明亮亮一尘不染，身上的玉佩能保暖驱寒。
阆苑仙山的仙子们，传送书信多用仙鹤。多情的女床山上，树上都栖宿着凤鸾。
我们抬头望着窗外，星沉海底令人心寒。一阵雨云飘过银河，我们只能隔河相看。
啊，你这颗晶莹的露珠，如果能像珍珠一样不被硒干，那么，我这一生和你不分离，我将永远爱着水晶盘。

多么可爱啊，你的倩影，还有你娇美的声音。你像出水的芙蓉，田田荷叶鲜美娇嫩。
你像我的情侣弄玉，不逢萧史，你决不回首赐情。你决不会轻佻随便，见了洪崖，又去爱上别的风流男人。
你像紫凤热烈奔放，衔住了佩玉不放；我像赤龙奔腾放纵，疯狂地拨动你的琴弦。
如今，我像孤独的鄂君，只是在船上面对夜空；只有我独自一人面对着薰香和绣被。

我们的幽欢都预约日期，就像那七夕之夜的牛郎织女。如今，她的洞房的门帘珠箔，总是下垂，使洞房更神秘。
一轮圆圆的明月，中间长起了小兔的影子。绞起铁网本想收获珊瑚，珊瑚已经打掉，收不到珊瑚枝。
选择一个神仙的药方，让她服了，永葆青春。辜情已败露，无法幽会，暂时停止靠凤纸传达相思。
唉，那汉武帝与西王母，人神相恋多么神秘！如今《汉武帝内传》传世，还有什么隐秘之事，能瞒过人间呢！",唐代,李商隐,爱情
28708,端居,远书归梦两悠悠，只有空床敌素秋。阶下青苔与红树，雨中寥落月中愁。,"爱妻从远方的来信很久都没有收到了，我得不到家人音讯，只有在睡梦里才能回到家乡以解乡愁。可是中宵醒后，恍然发觉离别已是悠悠数年，顾望四周，只有空荡荡的床榻和寂寥凄寒的秋夜相对，不由得心生凄凉。
寂居异乡，平日少有人来往，阶前长满了青苔，那一片绿意和秋天的红叶在迷蒙雨色、朦胧夜月的笼罩下变得黯淡模糊，雨夜的凄寒、月色的冷清，又哪里比得上乡愁的磨人呢?",唐代,李商隐,思乡
28713,菊花,暗暗淡淡紫，融融冶冶黄。陶令篱边色，罗含宅里香。几时禁重露，实是怯残阳。愿泛金鹦鹉，升君白玉堂。,"暗淡的紫色，鲜艳的黄色。
它们既有陶渊明篱边菊花的色彩，又有罗含宅中的香味。
菊花不怕露水的沾湿，可是害怕夕阳的来临。
愿意留在水边畅饮的人的鹦鹉杯中，希望来到富贵人家丰盛的酒席上。",唐代,李商隐,菊花
28727,日射,日射纱窗风撼扉，香罗拭手春事违。回廊四合掩寂寞，碧鹦鹉对红蔷薇。,日光洒在纱窗上，微风拂过，窗子轻轻摇动。空旷的屋子里，独自以罗帕拭手，窗外春将近，花事了。步入院中，回廊四合，寂寞涌现。孤单一人无伴，只见蔷薇花开灿烂，只闻鹦鹉学舌之声。而蔷薇谢后，春天也就过去了，正如青春流逝，无可奈何；只闻鹦鹉之声，却不见当年之人。,唐代,李商隐,闺怨
28727,日射,日射纱窗风撼扉，香罗拭手春事违。回廊四合掩寂寞，碧鹦鹉对红蔷薇。,日光洒在纱窗上，微风拂过，窗子轻轻摇动。空旷的屋子里，独自以罗帕拭手，窗外春将近，花事了。步入院中，回廊四合，寂寞涌现。孤单一人无伴，只见蔷薇花开灿烂，只闻鹦鹉学舌之声。而蔷薇谢后，春天也就过去了，正如青春流逝，无可奈何；只闻鹦鹉之声，却不见当年之人。,唐代,李商隐,抒情
28732,十一月中旬至扶风界见梅花,匝路亭亭艳，非时裛裛香。素娥惟与月，青女不饶霜。赠远虚盈手，伤离适断肠。为谁成早秀，不待作年芳。,"梅花开满了路边，亭亭而立，花容艳丽；未到时节就开放了，散发着浓郁的芳香。
嫦娥与月光相伴，一副清冷的样子；青霄玉女之冷峭胜过了严霜。
手中空握满把的梅花，却不知寄往何方；与梅花伤心离别的时候又恰好碰上我悲愤欲绝。
梅花为了谁造成了过早开花，而不等到报春才开花，成为旧历新年时的香花呢？",唐代,李商隐,咏物
28732,十一月中旬至扶风界见梅花,匝路亭亭艳，非时裛裛香。素娥惟与月，青女不饶霜。赠远虚盈手，伤离适断肠。为谁成早秀，不待作年芳。,"梅花开满了路边，亭亭而立，花容艳丽；未到时节就开放了，散发着浓郁的芳香。
嫦娥与月光相伴，一副清冷的样子；青霄玉女之冷峭胜过了严霜。
手中空握满把的梅花，却不知寄往何方；与梅花伤心离别的时候又恰好碰上我悲愤欲绝。
梅花为了谁造成了过早开花，而不等到报春才开花，成为旧历新年时的香花呢？",唐代,李商隐,梅花
28743,荷花,都无色可并，不奈此香何。瑶席乘凉设，金羁落晚过。回衾灯照绮，渡袜水沾罗。预想前秋别，离居梦棹歌。,"夏日荷花绽放，摇曳多姿没有什么花能与之匹敌，它的花香也是别具一格。
李将军家设席乘凉，我伴着那夕阳而来同游曲江。
游江归来，看到烛光下的锦被，想起伊人，想到你我曲江相遇之景，你渡水而来打湿了罗袜。
想到秋天来临之前你我将要分别心中苦闷，天各一方只能在梦中相见了。",唐代,李商隐,写花
28743,荷花,都无色可并，不奈此香何。瑶席乘凉设，金羁落晚过。回衾灯照绮，渡袜水沾罗。预想前秋别，离居梦棹歌。,"夏日荷花绽放，摇曳多姿没有什么花能与之匹敌，它的花香也是别具一格。
李将军家设席乘凉，我伴着那夕阳而来同游曲江。
游江归来，看到烛光下的锦被，想起伊人，想到你我曲江相遇之景，你渡水而来打湿了罗袜。
想到秋天来临之前你我将要分别心中苦闷，天各一方只能在梦中相见了。",唐代,李商隐,爱情
28765,离亭赋得折杨柳二首,暂凭尊酒送无憀，莫损愁眉与细腰。人世死前唯有别，春风争拟惜长条。含烟惹雾每依依，万绪千条拂落晖。为报行人休折尽，半留相送半迎归。,"暂且借着这杯酒遣散无聊，不要损坏了你的愁眉与细腰。
人世间除了死亡没有比得上离别更痛苦了，春风不因为爱惜柳枝而不让离苦之人去攀着。

笼罩在烟雾中的茂密的柳条，每枝都依依不舍，万千枝条在日暮里拂走斜阳。
为了告诉行人不要为情折尽枝条，柳条送走行人也欢迎来客。",唐代,李商隐,送别
28778,代赠二首,楼上黄昏欲望休，玉梯横绝月中钩。芭蕉不展丁香结，同向春风各自愁。东南日出照高楼，楼上离人唱石州。总把春山扫眉黛，不知供得几多愁？,"黄昏独上高楼欲望还休，楼梯横断情郎不来，一弯新月如钩。
蕉心未展丁香也郁结未解，它们同时向着春风各自忧愁。

日出东南方照耀高楼，楼上心怀离愁的人唱着《石洲》。
纵然眉黛像春山、春山如眉黛，也不知承受得多少忧愁？",唐代,李商隐,离别
28778,代赠二首,楼上黄昏欲望休，玉梯横绝月中钩。芭蕉不展丁香结，同向春风各自愁。东南日出照高楼，楼上离人唱石州。总把春山扫眉黛，不知供得几多愁？,"黄昏独上高楼欲望还休，楼梯横断情郎不来，一弯新月如钩。
蕉心未展丁香也郁结未解，它们同时向着春风各自忧愁。

日出东南方照耀高楼，楼上心怀离愁的人唱着《石洲》。
纵然眉黛像春山、春山如眉黛，也不知承受得多少忧愁？",唐代,李商隐,写景
28778,代赠二首,楼上黄昏欲望休，玉梯横绝月中钩。芭蕉不展丁香结，同向春风各自愁。东南日出照高楼，楼上离人唱石州。总把春山扫眉黛，不知供得几多愁？,"黄昏独上高楼欲望还休，楼梯横断情郎不来，一弯新月如钩。
蕉心未展丁香也郁结未解，它们同时向着春风各自忧愁。

日出东南方照耀高楼，楼上心怀离愁的人唱着《石洲》。
纵然眉黛像春山、春山如眉黛，也不知承受得多少忧愁？",唐代,李商隐,抒情
28779,楚吟,山上离宫宫上楼，楼前宫畔暮江流。楚天长短黄昏雨，宋玉无愁亦自愁。,"崔巍的山峰上耸立着离宫的的宫楼，宫楼前的江畔但见暮江东去沧海横流。
苍苍茫茫的楚国的天空黄昏总是风雨迷漫，宋玉即便是无愁也不能不发愁。",唐代,李商隐,写景
28779,楚吟,山上离宫宫上楼，楼前宫畔暮江流。楚天长短黄昏雨，宋玉无愁亦自愁。,"崔巍的山峰上耸立着离宫的的宫楼，宫楼前的江畔但见暮江东去沧海横流。
苍苍茫茫的楚国的天空黄昏总是风雨迷漫，宋玉即便是无愁也不能不发愁。",唐代,李商隐,抒情
28798,银河吹笙,怅望银河吹玉笙，楼寒院冷接平明。重衾幽梦他年断，别树羁雌昨夜惊。月榭故香因雨发，风帘残烛隔霜清。不须浪作缑山意，湘瑟秦箫自有情。,"满怀心中的惆怅望着冷漠的银河，独自吹笙，有话能跟谁说。楼院寒冷阵阵西风吹过，渐渐显现黎明的天色。
回想起昔曰的欢会依旧激情似火，只可惜已成旧事花残叶落。昨夜栖息在树上斜枝的雌鸟声声悲鸣把我从梦中惊醒望着银河吹歌。
月榭旁有一丛经雨的花朵，散发出阵阵余香仍有雨珠滴落。映霜的残烛牵动相思，为什么偏有风帘阻隔。
不要轻易将成仙的愿望许诺，那是独对青灯自我折磨。湘灵鼓瑟演奏情投意合，秦台吹箫享不尽人间欢乐。",唐代,李商隐,爱情
28807,重有感,玉帐牙旗得上游，安危须共主君忧。窦融表已来关右，陶侃军宜次石头。岂有蛟龙愁失水，更无鹰隼与高秋！昼号夜哭兼幽显，早晚星关雪涕收？,"将军的玉帐牙旗正处有利地位，国家危难的时刻应与皇帝分忧。
虽然已像窦融从关右奏上战表，还应效法陶侃率大军进驻石头。
哪能有蛟龙为失水而愁的道理，偏没有鹰隼在高爽的秋空遨游。
京城里日夜号哭不分人世阴间，宫内何时能抹干眼泪恢复自由。",唐代,李商隐,爱国
28810,春雨,怅卧新春白袷衣，白门寥落意多违。红楼隔雨相望冷，珠箔飘灯独自归。远路应悲春晼晚，残霄犹得梦依稀。玉珰缄札何由达，万里云罗一雁飞。,"新春，我穿着白夹衣怅然地卧床；
幽会的白门冷落了，我心中惘然。
隔着雨丝凝视红楼，我倍觉冷寂；
珠箔般雨滴飘打灯笼，独自归返。
你在远路，到春晚应更悲凄伤感？
只有残宵能梦中聚首，依稀空泛。
耳环情书已备好，怎么才能送达；
只寄希望于万里长空，飞来鸿雁。",唐代,李商隐,爱情
28822,晚晴,深居俯夹城，春去夏犹清。天意怜幽草，人间重晚晴。并添高阁迥，微注小窗明。越鸟巢干后，归飞体更轻。,"一个人深居简出过着清幽的日子，俯瞰夹城，春天已去，夏季清朗。
小草饱受雨水的浸淹，终于得到上天的怜爱，雨过天晴了。
登上高阁，凭栏远眺，天高地迥，夕阳冉冉的余晖透过窗棂。
越鸟的窝巢已被晒干，它们的体态也恢复轻盈了。",唐代,李商隐,夏天
28822,晚晴,深居俯夹城，春去夏犹清。天意怜幽草，人间重晚晴。并添高阁迥，微注小窗明。越鸟巢干后，归飞体更轻。,"一个人深居简出过着清幽的日子，俯瞰夹城，春天已去，夏季清朗。
小草饱受雨水的浸淹，终于得到上天的怜爱，雨过天晴了。
登上高阁，凭栏远眺，天高地迥，夕阳冉冉的余晖透过窗棂。
越鸟的窝巢已被晒干，它们的体态也恢复轻盈了。",唐代,李商隐,写景
28822,晚晴,深居俯夹城，春去夏犹清。天意怜幽草，人间重晚晴。并添高阁迥，微注小窗明。越鸟巢干后，归飞体更轻。,"一个人深居简出过着清幽的日子，俯瞰夹城，春天已去，夏季清朗。
小草饱受雨水的浸淹，终于得到上天的怜爱，雨过天晴了。
登上高阁，凭栏远眺，天高地迥，夕阳冉冉的余晖透过窗棂。
越鸟的窝巢已被晒干，它们的体态也恢复轻盈了。",唐代,李商隐,抒情
28824,武夷山,只得流霞酒一杯，空中箫鼓几时回。武夷洞里生毛竹，老尽曾孙更不来。,"（被称为曾孙）的众乡人只得到仙人们赏赐的一杯流霞仙酒，今天所听到的空中箫鼓声不知道以后什么时候再能听到。
武夷洞里长满了很多有毒的毛竹，那些被称为曾孙的乡人们纷纷老去，再也没来。",唐代,李商隐,写山
28863,七月二十九日崇让宅宴作,露如微霰下前池，月过回塘万竹悲。浮世本来多聚散，红蕖何事亦离披？悠扬归梦惟灯见，濩落生涯独酒知。岂到白头长知尔，嵩阳松雪有心期。,"秋露像细微的雪粒洒下前池，阵阵西风吹过回塘，万竹萧飒生悲。
瓢忽无定的人生啊，本来就多悲欢聚散；但那池上的红荷花，为什么也零落纷披？
我杳远难凭的归梦，只有孤灯才能见证；我空虚落寞的生涯，唯有清酒方可得知。
难道到了白头之年还是如此？我早与嵩山南面的松雪两心相期。",唐代,李商隐,秋天
28863,七月二十九日崇让宅宴作,露如微霰下前池，月过回塘万竹悲。浮世本来多聚散，红蕖何事亦离披？悠扬归梦惟灯见，濩落生涯独酒知。岂到白头长知尔，嵩阳松雪有心期。,"秋露像细微的雪粒洒下前池，阵阵西风吹过回塘，万竹萧飒生悲。
瓢忽无定的人生啊，本来就多悲欢聚散；但那池上的红荷花，为什么也零落纷披？
我杳远难凭的归梦，只有孤灯才能见证；我空虚落寞的生涯，唯有清酒方可得知。
难道到了白头之年还是如此？我早与嵩山南面的松雪两心相期。",唐代,李商隐,写景
28870,忆住一师,无事经年别远公，帝城钟晓忆西峰。炉烟消尽寒灯晦，童子开门雪满松。,"我无端端离开“远公”多年了，此刻长安城中清晓闻钟令我回忆起他所在的西峰佛寺来。
住一师也许还在室中煮茗读经，不觉烟炉中焚香已尽，寒灯也渐渐晦暗。外间童子见天色微明，便打开房门，不想夜来大雪，只见一片银白，门前的松树也披满雪。",唐代,李商隐,思念
28889,赠荷花,世间花叶不相伦，花入金盆叶作尘。惟有绿荷红菡萏，卷舒开合任天真。此花此叶常相映，翠减红衰愁杀人。,"世上人们对花和叶的说法不同，把花栽在美观的金盆中，却不管花叶让它落在土里变为尘土。
只有荷花是红花绿叶相配，荷叶有卷有舒，荷花有开有合，衬托得那样完美自然。
荷花与荷叶长期互相交映，当荷叶掉落，荷花凋谢之时，是多么令人惋惜啊。",唐代,李商隐,荷花
28900,无题·重帏深下莫愁堂,重帏深下莫愁堂，卧后清宵细细长。神女生涯原是梦，小姑居处本无郎。风波不信菱枝弱，月露谁教桂叶香。直道相思了无益，未妨惆怅是清狂。,"重重帷幕深垂，我孤居莫愁堂；
独卧不眠，更觉静夜漫漫长长。
巫山神女艳遇楚王，原是梦幻；
青溪小姑住所，本就独处无郎。
我是柔弱菱枝，偏遭风波摧残；
我是铃芳桂叶，却无月露香。
虽然深知沉溺相思，无益健康；
我却痴情到底，落个终身清狂。",唐代,李商隐,思念
28900,无题·重帏深下莫愁堂,重帏深下莫愁堂，卧后清宵细细长。神女生涯原是梦，小姑居处本无郎。风波不信菱枝弱，月露谁教桂叶香。直道相思了无益，未妨惆怅是清狂。,"重重帷幕深垂，我孤居莫愁堂；
独卧不眠，更觉静夜漫漫长长。
巫山神女艳遇楚王，原是梦幻；
青溪小姑住所，本就独处无郎。
我是柔弱菱枝，偏遭风波摧残；
我是铃芳桂叶，却无月露香。
虽然深知沉溺相思，无益健康；
我却痴情到底，落个终身清狂。",唐代,李商隐,爱情
28900,无题·重帏深下莫愁堂,重帏深下莫愁堂，卧后清宵细细长。神女生涯原是梦，小姑居处本无郎。风波不信菱枝弱，月露谁教桂叶香。直道相思了无益，未妨惆怅是清狂。,"重重帷幕深垂，我孤居莫愁堂；
独卧不眠，更觉静夜漫漫长长。
巫山神女艳遇楚王，原是梦幻；
青溪小姑住所，本就独处无郎。
我是柔弱菱枝，偏遭风波摧残；
我是铃芳桂叶，却无月露香。
虽然深知沉溺相思，无益健康；
我却痴情到底，落个终身清狂。",唐代,李商隐,抒情
28906,暮秋独游曲江,荷叶生时春恨生，荷叶枯时秋恨成。深知身在情长在，怅望江头江水声。,"荷叶初生时，春恨已生。
荷叶枯时，秋恨又成。
深深知道，只要身在人世，情意地久天长永存。
多少惆怅，只有那流不尽的江水声。",唐代,李商隐,爱情
28906,暮秋独游曲江,荷叶生时春恨生，荷叶枯时秋恨成。深知身在情长在，怅望江头江水声。,"荷叶初生时，春恨已生。
荷叶枯时，秋恨又成。
深深知道，只要身在人世，情意地久天长永存。
多少惆怅，只有那流不尽的江水声。",唐代,李商隐,思念
28934,谒山,从来系日乏长绳，水去云回恨不胜。欲就麻姑买沧海，一杯春露冷如冰。,"自古以来，就没有能系住太阳的长绳，逝水东流，白云舒卷，更令人怅恨不胜。
正想向仙人麻姑买下沧海，哎，只剩得一杯春露，其冷如冰。",唐代,李商隐,写景
28934,谒山,从来系日乏长绳，水去云回恨不胜。欲就麻姑买沧海，一杯春露冷如冰。,"自古以来，就没有能系住太阳的长绳，逝水东流，白云舒卷，更令人怅恨不胜。
正想向仙人麻姑买下沧海，哎，只剩得一杯春露，其冷如冰。",唐代,李商隐,抒情
29012,板桥晓别,回望高城落晓河，长亭窗户压微波。水仙欲上鲤鱼去，一夜芙蓉红泪多。,"回头望高高城楼，银河已经渐渐暗淡向西下落，长亭的窗下，渠水荡漾着层层轻波。
远别的游子像那水仙就要乘赤鲤飞升，芙蓉如面的美人一夜来流下的红泪谁知几多？",唐代,李商隐,写景
29012,板桥晓别,回望高城落晓河，长亭窗户压微波。水仙欲上鲤鱼去，一夜芙蓉红泪多。,"回头望高高城楼，银河已经渐渐暗淡向西下落，长亭的窗下，渠水荡漾着层层轻波。
远别的游子像那水仙就要乘赤鲤飞升，芙蓉如面的美人一夜来流下的红泪谁知几多？",唐代,李商隐,离别
29059,天涯,春日在天涯，天涯日又斜。莺啼如有泪，为湿最高花。,"繁花似锦的春天独在天涯，天涯的红日又在渐渐西斜。
美丽的黄莺啊你若有泪水，请为我洒向最高枝的娇花。",唐代,李商隐,春天
29059,天涯,春日在天涯，天涯日又斜。莺啼如有泪，为湿最高花。,"繁花似锦的春天独在天涯，天涯的红日又在渐渐西斜。
美丽的黄莺啊你若有泪水，请为我洒向最高枝的娇花。",唐代,李商隐,抒情
29076,流莺,流莺漂荡复参差，度陌临流不自持。巧啭岂能无本意？良辰未必有佳期。风朝露夜阴晴里，万户千门开闭时。曾苦伤春不忍听，凤城何处有花枝。,"流莺儿啊，到处飘荡，上下翻飞；越过小路，临近河边，无法自持。
美妙地鸣啭，怎么能没有本意？碰到了良辰，也未必就有佳期。
鸣啭在风朝霞夜阴晴之日，鸣啭在千门万户开闭之时。
我曾经苦于伤春而不忍再听，京城哪里有可以栖息的花枝？",唐代,李商隐,咏物
29076,流莺,流莺漂荡复参差，度陌临流不自持。巧啭岂能无本意？良辰未必有佳期。风朝露夜阴晴里，万户千门开闭时。曾苦伤春不忍听，凤城何处有花枝。,"流莺儿啊，到处飘荡，上下翻飞；越过小路，临近河边，无法自持。
美妙地鸣啭，怎么能没有本意？碰到了良辰，也未必就有佳期。
鸣啭在风朝霞夜阴晴之日，鸣啭在千门万户开闭之时。
我曾经苦于伤春而不忍再听，京城哪里有可以栖息的花枝？",唐代,李商隐,抒情
29084,嫦娥,云母屏风烛影深，长河渐落晓星沉。嫦娥应悔偷灵药，碧海青天夜夜心。,"云母屏风染上一层浓浓的烛影，银河逐渐斜落启明星也已下沉。
嫦娥想必悔恨当初偷吃下灵药，如今独处碧海青天而夜夜寒心。",唐代,李商隐,写人
